,category,cost_type,price,sup_size,dedi_size,title,lat_num,lng_num,detail_num
112,상가점포,임대,"1,000/2,000",129.65,,아라파파인근/1층상가/공영주차장인근,,,1115782
113,빌라연립다세대,매매,"8,300",62.107,49.59,북촌리 대상다려마을 매매,,,1111427
114,상가점포,임대,"2,000/2,000",157.6,157.6,[ 제주시청 먹자골목 대형상가 임대(2층/ 48Py) ] #시청상가 #제주시청상가 #이도이동상가 #이도2동상가 #이도동상가#시청상가 #제주시청상가 #이도동상가 #이도이동상가 #이도2동상가 #광양상가 #광양사거리상가 #시청먹자골목상가 #제주시청먹자골목상가 #시청상가임대 #제주시청상가임대 #제주시상가 #구제주상가 #제주도상가 #제주상가 #시청 #제주시청 #이도동 #이도이동 #이도2동 #광양 #광양사거리 #시청먹자골목 #제주시청먹자골목 #제주시 #제주 #제주도,,,1001338
115,토지임야,매매,"108,300",3579,,오수관로예정지/공동주택건축등/가격조정가능/당100,,,1101907
116,아파트,매매,"33,500",78,57.03,해오름아파트 매매 / 올리모델링 / 협의입주,,,1115454
117,원룸투룸쓰리룸,년월세,500/45,49.58,49.58,"[ 외도 1.5룸 단기 임대( 풀옵션/ 주차여유!/관리비없음) ] #바다뷰, 마트1분, 외도1.5룸, 신제주1.5룸, 외도분리형원룸, 신제주분리형원룸, 제주시1.5룸, 제주시분리형원룸, 제주분리형원룸, 제주1.5룸, 제주도분리형원룸, 제주도1.5룸",,,1034536
118,단독다가구,매매,"57,000",564,82.02,외도부영아파트 맞은편 서남쪽 단독주택,,,1060377
119,빌라연립다세대,전세,"28,000",109.07,84.9809,한라수목원 입구 동마베스티아2차 전세(풀옵션),33.4688159241595,126.48763902274953,1110193
120,빌라연립다세대,전세,"40,000",198.3,,그린스페이스 휴,33.505082126500156,126.55398705734729,1112622
121,전원농가주택,매매,"100,000",608.3,208.3,해안동 한라산 바다 전망 최상/ 2층 전원주택 매매,,,1115793
122,빌라연립다세대,매매,"34,000",119.0,84.46,★베라체동쪽 이도노브힐2차 로얄동 로얄층,,,1115258
123,빌라연립다세대,전세,"14,000",112.0,104,서현주택[추천] 남녕고와 월랑초인근 즉시입주 3층 내부넓습니다.,33.48967650677894,126.47930402139782,1111442
124,토지임야,매매,"27,000",1325,,오등동 창고용 토지 매매,33.449901786342295,126.52700712263979,1111419
125,아파트,매매,"24,500",99.17,82.64,바다전망/ 칼호텔 뒤쪽 대명아파트  로얄층 매매,,,1115448
126,아파트,매매,"79,000",108,,제주아라KCC스위첸아파트 매매 / 가격저렴 / 협의입주,,,1115474
127,토지임야,매매,"65,900",2179,,표선면 세화리 왕복 2차선 도로에 접한 과수원,33.32997902188157,126.79445322963026,1115461
128,상가점포,임대,"4,000/4,200",228.05,,#빵#신축 상가 임대  #무권리금 #사무실#바로입주#베이커리#빵,,,1109708
129,원룸투룸쓰리룸,년월세,"1,000/900",100,94.95,★삼양초 북쪽맞은편 신축 넓은 쓰리룸(필로티2층),,,1115458
130,오피스텔,년월세,200/800,62.81,46.28,성산리치유클래시아 임대,33.46044563158282,126.92966799755123,1100299
131,빌라연립다세대,매매,"31,000",92.14,83.1,영평초 인근 빌라 급급매!!(분양가보다 다운~),,,1111431
132,아파트,매매,"86,000",154,119.29,(매매)한라초인근 대림e편한세상2차아파트,33.479508979151575,126.4885486926948,1088228
133,원룸투룸쓰리룸,년월세,200/35,29.75,19.83,【신축원룸☆삼성홈타운2】 #첫입주 #누웨마루거리옆,,,1115451
134,아파트,전세,"25,000",152,116.7,연동-메종글래드호텔인근 굿윌카운티아파트 전세,33.485556562905614,126.48673134421965,1106641
135,,,,,,,,,1115779
136,단독다가구,매매,"57,000",259,258.93,(급매)노형 월산 다가구 매매 강추!!,,,1085630
137,오피스텔,매매,"9,500",29.75,23.14,노형 에코지엘 원룸 분양권매매,33.483895523003056,126.48189076473794,1081845
138,아파트,전세,"40,000",112.4,84.96,[ 귀한 매물] 최 꼭대기층 뜨레모아 9차 - 메르헨하우스 뒷편,,,1115389
139,빌라연립다세대,매매,"18,500",72,50,함덕 72세대 중 마지막 5세대 분양,33.539917182564686,126.67758420304739,1084743
140,토지임야,매매,"5,000",198.35,,■매5천/1종일반/소형토지매매■,,,1107043
141,아파트,전세,"20,000",104,79.85,*올리모델링*제주대유대림아파트 전세,,,1108479
142,상가건물,매매,"380,000",1520.64,1944,번영로 대도로 접 상가건물 매매,,,1071246
143,단독다가구,매매,"29,000",,66,"유수암리 백강수피아1차 ""급매""",,,1090935
144,빌라연립다세대,매매,"39,500",102.5,85.93,*연북로 아르떼빌 복층 매매 / 빠른입주가능,,,992658
145,단독다가구,매매,"45,000",138.8,76.02,노형동 단독주택 매매 *투자* *실거주용* *추천*,,,932853
146,토지임야,매매,"147,000",1953,,"k-184 함덕리 아파트,다용도부지",,,1111435
147,아파트,매매,"22,500",78,59.93,화북주공아파트4단지 매매입니다..(부분리모델링),33.518360256624355,126.57434000983321,1111414
148,아파트,년월세,"2,000/1,600",142,120.94,전체확장형인 중흥미리내 년세 입니다,,,1103324
149,원룸투룸쓰리룸,년월세,200/43,33.05,33.05,!신축원룸최저가! 완공첫입주 드림타워 연동시가지 사이 카드결제가능 입지 인프라굿굿!!,33.48625229579237,126.48405451110284,1103653
150,빌라연립다세대,매매,"17,500",121.28,101.4,사라봉인근 빌라 5층,33.517133907500614,126.54096149187494,1107642
151,원룸투룸쓰리룸,년월세,100/440,32,24.5,아라일동 이도빌리지 원룸 1층  임대,33.4496445024196,126.55392255960557,1111445
152,상가점포,임대,"2,000/2,200",148.7,0.000,주차편리대로변 택지인근 배달포장매출좋음,,,915730
153,단독다가구,매매,"53,000",333,99.68,용담이동 단독주택 매매,,,1111429
154,토지임야,매매,"144,000",1486,,오조리  성산일출봉. 우도 조망  토지 급매매,,,1070592
155,숙박콘도펜션,매매,"87,000",2406,320.6,급매-8억7천-통나무펜션 10동- 납읍리,,,577856
156,원룸투룸쓰리룸,매매,"95,000",318.9,318.0,공항인근 서문파출소 남측 수익율 좋은 원룸건물 매매/ 신축2년/남향,,,1115796
157,상가점포,임대,"1,000/900",161,,연동사거리  2차선 대로접 2층 상가 임대,33.488158727901116,126.49688636450949,1107346
158,토지임야,매매,"36,600",604.82,,해안동 급매 전원주택지,,,1114772
159,단독다가구,매매,"153,000",248.7,377.76,연동 KAL사택 인근 고급스런 4층 다가구,33.48743383925773,126.4942263968402,1111962
160,단독다가구,매매,"69,300",254.6,101.67,연동 마리나사거리 인근 단독주택 매매,,,1115787
